City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
Kavieng,-2.5744,150.7967,81.18,79,92,9.26,PG,1620790146
Nola,40.922,14.5329,60.8,77,40,2.3,IT,1620790146
Constantine,36.365,6.6147,48.2,81,0,2.3,DZ,1620790146
Riviere-au-Renard,48.9957,-64.3971,35.6,80,40,5.75,CA,1620790147
Canutama,-6.5339,-64.3831,72.82,98,99,2.42,BR,1620790147
Tiarei,-17.5333,-149.3333,86.0,61,75,6.91,PF,1620790147
Salinas,36.6777,-121.6555,55.4,82,90,13.8,US,1620790147
Aldan,58.6031,125.3894,37.13,91,100,6.55,RU,1620790148
Finschhafen,-6.6024,147.8681,83.16,75,95,7.52,PG,1620790148
São João da Barra,-21.6403,-41.0511,69.04,81,5,11.41,BR,1620790148
Esim,4.8699,-2.2405,78.73,81,7,6.35,GH,1620790149
Guasave,25.5667,-108.45,81.0,69,11,9.31,MX,1620790149
Makakilo City,21.3469,-158.0858,82.4,51,90,9.22,US,1620790149
Parrita,9.5201,-84.3225,69.8,100,90,3.44,CR,1620789980
Yuancheng,36.652,107.7896,71.35,44,11,15.08,CN,1620790149
Treviglio,45.5238,9.5895,54.0,100,75,1.14,IT,1620790150
Gbarnga,6.9956,-9.4722,72.05,99,47,1.52,LR,1620790150
Andenes,69.3143,16.1194,41.0,87,90,10.36,NO,1620790150
Longhua,23.6137,114.1919,90.63,56,56,7.43,CN,1620790151
Ust'-Karsk,52.7011,118.8077,43.2,91,100,8.48,RU,1620790151
Prievidza,48.7745,18.6275,59.0,100,2,4.12,SK,1620790151
Thompson,55.7435,-97.8558,55.4,35,20,6.91,CA,1620790152
Pedernales,18.0384,-71.744,79.79,71,100,9.4,DO,1620790152
Broome,42.2506,-75.833,39.99,65,20,9.22,US,1620790152
Porto-Novo,6.4965,2.6036,82.4,78,40,13.8,BJ,1620789924
Eilat,29.5581,34.9482,77.0,36,0,13.8,IL,1620790153
Kolokani,13.5728,-8.0339,87.85,34,92,1.9,ML,1620790153
Acarí,-15.4311,-74.6158,68.97,74,90,2.75,PE,1620790153
Bloomingdale,27.8936,-82.2404,80.01,78,75,5.82,US,1620790153
Marga,45.5,22.5167,51.78,57,0,5.48,RO,1620790154
Monterey,36.2505,-121.2516,64.99,82,90,13.8,US,1620789902
Asău,46.4333,26.4,46.99,54,1,3.06,RO,1620790154
Departamento de Maldonado,-34.6667,-54.9167,57.99,76,75,6.91,UY,1620790154
Safaga,26.7292,33.9365,77.0,38,0,8.05,EG,1620790155
Marsh Harbour,26.5412,-77.0636,77.97,85,0,12.24,BS,1620790155
Herat Province,34.5,62.0,71.6,35,0,5.75,AF,1620790155
Kirakira,-10.4544,161.9205,84.0,72,78,5.84,SB,1620789909
Ustrzyki Dolne,49.4304,22.5938,52.0,62,0,3.31,PL,1620790156
Moratuwa,6.773,79.8816,82.4,83,20,5.75,LK,1620790156
Athabasca,54.7169,-113.2854,46.4,81,83,2.3,CA,1620790156
Spokane,47.6166,-117.3677,64.4,34,1,4.45,US,1620790084
Siparia,10.1333,-61.5,77.0,91,9,8.21,TT,1620790156
Dāmghān,36.1683,54.348,70.81,50,98,1.14,IR,1620790102
Poum,-20.2333,164.0167,79.65,76,100,15.26,NC,1620790157
Oktyabr'skoye,43.0645,44.7417,44.6,87,0,4.47,RU,1620790157
La Ciotat,43.1748,5.6045,55.99,75,16,5.01,FR,1620790157
Dudinka,69.4058,86.1778,32.27,99,100,2.8,RU,1620790037
Desaguadero,-16.5656,-69.0417,43.23,79,20,4.07,PE,1620790158
Cockburn Town,21.4612,-71.1419,79.18,85,33,21.97,TC,1620789890
El Tigre,8.8875,-64.2454,76.24,74,27,12.46,VE,1620790158
Bonnyville,54.2668,-110.735,53.6,54,75,8.05,CA,1620790158
Kurisove,46.9695,30.9591,53.6,87,20,6.71,UA,1620790159
Shubarkuduk,49.1447,56.4872,60.53,45,74,14.76,KZ,1620790159
Santa Barbara,34.7333,-120.0343,60.01,72,1,4.61,US,1620790159
Bilma,18.6853,12.9164,88.59,11,1,1.7,NE,1620790160
Meulaboh,4.1363,96.1285,81.14,79,94,2.44,ID,1620790160
Abu Kamal,34.4506,40.9171,76.89,30,97,7.16,SY,1620790160
Sijunjung,-0.6876,100.9537,77.54,92,99,0.43,ID,1620790160
Palu,-0.8917,119.8707,91.89,51,71,1.9,ID,1620790161
Russell,32.3502,-85.1999,68.0,94,90,3.74,US,1620790161
Clovis,36.8252,-119.7029,87.8,11,20,10.36,US,1620790161
Vao,-22.6667,167.4833,74.89,77,99,19.24,NC,1620790162
Ginda,30.6945,78.4932,66.94,52,84,2.53,IN,1620790162
The Pas,53.8251,-101.2541,55.4,41,1,10.36,CA,1620790162
Mocorito,25.4833,-107.9167,81.0,64,13,1.99,MX,1620790162
Namie,37.4833,141.0,62.01,51,100,1.01,JP,1620790163
Umluj,25.0213,37.2685,79.52,59,15,3.85,SA,1620790163
Ilhabela,-23.7781,-45.3581,67.28,87,40,3.42,BR,1620790163
Shelburne,44.0787,-80.2041,39.99,84,100,1.01,CA,1620790164
Zhigansk,66.7697,123.3711,33.98,61,7,12.55,RU,1620790164
Chu,43.5983,73.7614,66.16,49,33,4.88,KZ,1620790164
Gubkinskiy,64.434,76.5026,42.28,49,56,17.2,RU,1620790164
Carutapera,-1.195,-46.02,73.99,94,38,5.06,BR,1620790165
Boca do Acre,-8.7522,-67.3978,72.05,97,65,2.15,BR,1620790165
Radviliškis,55.8167,23.5333,48.2,61,0,9.22,LT,1620790165
Piaçabuçu,-10.4056,-36.4344,74.66,87,75,7.47,BR,1620790166
Mareeba,-17.0,145.4333,87.8,55,100,10.36,AU,1620790166
Hecun,36.5333,114.1111,80.24,25,10,7.05,CN,1620790166
Talnakh,69.4865,88.3972,33.66,100,100,2.68,RU,1620790167
Stornoway,58.2093,-6.3865,46.4,93,90,14.97,GB,1620790167
Bundaberg,-24.85,152.35,82.4,57,30,3.44,AU,1620790167
Te Anau,-45.4167,167.7167,46.33,58,1,2.62,NZ,1620790167
Saldanha,-33.0117,17.9442,48.2,93,0,5.75,ZA,1620790168
Oktyabr'skiy,54.4815,53.471,64.83,61,97,1.99,RU,1620790168
Namatanai,-3.6667,152.4333,84.88,67,65,5.01,PG,1620790168
Talgar,43.3027,77.2395,55.4,82,90,4.47,KZ,1620790169
São Benedito do Rio Preto,-3.3336,-43.5283,73.02,97,96,2.19,BR,1620790169
Parambu,-6.2111,-40.6944,69.75,79,87,5.26,BR,1620790169
Takoradze,4.8845,-1.7554,78.87,80,1,6.98,GH,1620790170
Kasulu,-4.5767,30.1025,60.35,91,64,1.74,TZ,1620790170
Fukuechō,32.6881,128.8419,64.4,100,75,8.05,JP,1620790170
Miles City,46.4083,-105.8406,51.8,62,1,11.5,US,1620790051
Along,28.1667,94.7667,67.77,86,100,0.94,IN,1620790171
Vestmannaeyjar,63.4427,-20.2734,40.57,60,21,3.91,IS,1620790171
Arlit,18.7369,7.3853,86.05,9,0,5.39,NE,1620790171
Manoel Urbano,-8.8389,-69.2597,71.29,99,72,1.14,BR,1620790171
Erzin,36.9559,36.2,64.0,76,6,2.53,TR,1620790172
Neiafu,-18.65,-173.9833,78.8,73,75,9.22,TO,1620790172
Luza,60.6308,47.2512,54.55,73,58,4.29,RU,1620790172
Chumikan,54.7183,135.315,38.7,81,6,8.25,RU,1620790173
Zyryanka,65.75,150.85,33.46,69,100,3.13,RU,1620790173
Huadian,42.9633,126.7478,52.39,89,100,5.91,CN,1620790173
Youghal,51.95,-7.8506,46.0,100,100,7.0,IE,1620790173
Shahr-e Bābak,30.1165,55.1186,66.83,31,6,4.29,IR,1620790174
Acapulco de Juárez,16.8634,-99.8901,84.2,74,40,4.61,MX,1620789905
Kawalu,-7.3817,108.2082,81.12,76,77,4.52,ID,1620790174
Auki,-8.7676,160.7034,84.54,68,54,2.04,SB,1620790174
Morant Bay,17.8815,-76.4093,84.2,61,20,21.85,JM,1620790175
Santa Catalina,9.3337,122.8637,87.8,70,20,9.22,PH,1620790175
Ludvika,60.1496,15.1878,48.99,93,20,3.44,SE,1620790175
Norrtälje,59.758,18.705,53.01,76,0,6.91,SE,1620789994
Ancud,-41.8697,-73.8203,50.0,93,90,3.44,CL,1620790176
Muzhi,65.3667,64.6667,47.16,64,62,1.79,RU,1620790176
Sakaiminato,35.55,133.2333,66.2,63,75,11.5,JP,1620790176
Kiryat Gat,31.61,34.7642,63.0,69,0,0.78,IL,1620790022
Prince Rupert,54.3161,-130.3201,51.8,71,90,5.75,CA,1620790177
Yeppoon,-23.1333,150.7333,86.0,51,16,8.05,AU,1620790177
Heihe,50.2441,127.4902,55.4,71,75,24.61,CN,1620790177
Pangody,65.85,74.4859,38.61,76,21,6.55,RU,1620790178
Pacific Grove,36.6177,-121.9166,55.4,76,1,4.61,US,1620790023
Tsabong,-26.0217,22.401,61.72,34,0,6.02,BW,1620790178
Tessalit,20.1986,1.0114,86.65,12,27,9.35,ML,1620790178
Marawi,7.9986,124.2928,93.0,62,32,2.8,PH,1620790179
Kevsala,45.7983,42.6903,46.06,89,66,4.23,RU,1620790179
Kisaran,2.9845,99.6158,76.05,97,100,2.75,ID,1620790179
Manacapuru,-3.2997,-60.6206,75.2,100,0,3.2,BR,1620790179
Conde,-7.2597,-34.9075,73.4,100,75,8.05,BR,1620790180
Khani,41.9563,42.9566,46.4,93,0,2.3,GE,1620790180
Bethanien,-26.502,17.1583,61.05,25,0,4.47,NA,1620790180
Varāmīn,35.3242,51.6457,69.8,55,0,6.91,IR,1620790181
Moussoro,13.6408,16.4901,86.79,26,56,6.53,TD,1620790181
Faya,18.3851,42.4509,66.2,48,20,2.91,SA,1620790181
Northam,51.0333,-4.2167,46.0,94,43,3.0,GB,1620790181
Bilibino,68.0546,166.4372,30.58,75,92,1.83,RU,1620790182
Lazarev,52.225,141.5131,34.05,84,18,17.63,RU,1620790182
Eenhana,-17.4667,16.3333,55.4,67,0,3.44,NA,1620790182
Hulan Ergi,47.2042,123.6333,59.16,43,92,24.54,CN,1620790183
High Level,58.5169,-117.136,55.4,47,20,8.05,CA,1620790183
Cidreira,-30.1811,-50.2056,56.71,73,89,7.31,BR,1620790183
Havre-St-Pierre,50.2334,-63.5986,39.2,81,75,6.91,CA,1620790184
Shahdad Kot,27.8477,67.9055,96.46,16,0,4.7,PK,1620790184
Margate,51.3813,1.3862,48.99,75,8,4.0,GB,1620790184
Hengyang,26.8881,112.615,71.2,93,100,4.56,CN,1620790185
Maniitsoq,65.4167,-52.9,32.7,81,25,4.41,GL,1620790185
Vostochnyy,55.8167,37.8667,55.0,82,0,4.47,RU,1620790185
Vanavara,60.34,102.2797,40.35,44,70,7.02,RU,1620790185
Conakry,9.538,-13.6773,75.2,94,40,6.91,GN,1620790186
Farīdpur,23.6,89.8333,82.4,61,8,6.42,BD,1620790186
Smithers,54.7804,-127.1743,57.2,41,75,12.66,CA,1620790186
Médéa,36.2642,2.7539,48.2,93,0,2.3,DZ,1620790187
Batagay-Alyta,67.8006,130.4114,22.73,71,88,5.06,RU,1620790187
Vanderhoof,54.0166,-124.0198,56.35,51,100,0.98,CA,1620790187
Halifax,44.6453,-63.5724,45.0,93,83,8.05,CA,1620789917
Takaka,-40.85,172.8,50.0,84,100,5.99,NZ,1620790188
Antofagasta,-23.65,-70.4,57.2,94,40,9.22,CL,1620790124
Lodja,-3.4833,23.4333,67.15,91,14,0.72,CD,1620790188
Huarmey,-10.0681,-78.1522,67.19,81,4,9.51,PE,1620790188
Khasan,42.4308,130.6434,52.88,75,96,12.03,RU,1620790189
Bayan,46.0833,127.4,66.85,34,51,23.15,CN,1620790189
Vaitape,-16.5167,-151.75,81.66,75,25,19.8,PF,1620790189
Mandalgovi,45.7625,106.2708,45.54,36,100,10.18,MN,1620790190
Kumul,42.8,93.45,72.19,33,100,9.89,CN,1620790190
Dandong,40.1292,124.3947,55.08,78,100,4.83,CN,1620790190
Necochea,-38.5473,-58.7368,46.56,55,0,9.62,AR,1620789980
Ambilobe,-13.2,49.05,68.43,94,68,3.04,MG,1620790191
Barra do Garças,-15.89,-52.2567,67.39,61,49,1.57,BR,1620790191
Kalemie,-5.9475,29.1947,67.1,81,12,1.54,CD,1620790191
Sagua de Tánamo,20.5819,-75.2414,72.39,93,40,4.21,CU,1620790191
Bintulu,3.1667,113.0333,89.6,70,40,2.3,MY,1620790192
Dutse,11.7594,9.3392,81.64,45,57,9.51,NG,1620790192
São Raimundo das Mangabeiras,-7.0219,-45.4811,73.31,76,4,2.53,BR,1620790192
Mandera,3.9366,41.867,78.13,59,100,14.94,KE,1620790193
Uyskoye,54.3775,60.0047,60.93,39,3,3.67,RU,1620790193
Cairns,-16.9167,145.7667,87.8,55,88,10.36,AU,1620789915
Imbituba,-28.24,-48.6703,59.0,88,90,11.5,BR,1620790193
Emba,48.8264,58.1442,60.4,43,69,15.23,KZ,1620790194
Tabora,-5.0167,32.8,68.0,94,75,3.2,TZ,1620790194
Birjand,32.8663,59.2211,64.4,22,0,11.5,IR,1620790194
Teahupoo,-17.8333,-149.2667,86.0,61,75,6.91,PF,1620790194
Mezen',65.8522,44.24,55.62,80,99,10.31,RU,1620790195
Christchurch,-43.5333,172.6333,48.99,76,75,6.91,NZ,1620790195
Lüderitz,-26.6481,15.1594,68.02,42,0,7.4,NA,1620790195
Goshāinganj,26.5833,82.3833,86.79,51,34,15.5,IN,1620790196
Tucumã,-0.1833,-50.05,74.77,94,99,3.4,BR,1620790196
Mtwara,-10.2667,40.1833,69.8,94,20,13.8,TZ,1620790196
Kwang Binh,17.4833,106.6,92.57,53,5,2.17,VN,1620790197
Māndal,25.45,74.5667,89.33,33,60,12.66,IN,1620790197
Shenkursk,62.1091,42.896,56.59,77,94,7.0,RU,1620790197
Preeceville,51.95,-102.6677,56.53,33,49,4.12,CA,1620790197
Haileybury,47.449,-79.6373,46.4,53,1,11.5,CA,1620790198
Saint-Joseph,-21.3667,55.6167,69.8,73,0,3.44,RE,1620790198
Bud,39.447,-86.1758,48.0,73,100,9.24,US,1620790198
Vestmanna,62.1564,-7.1664,37.4,75,90,6.91,FO,1620790199
Rogers,36.3668,-95.5836,55.0,76,90,10.85,US,1620790199
Avaré,-23.0986,-48.9258,58.33,73,62,5.37,BR,1620790199
Shishou,29.7226,112.419,75.96,66,100,3.15,CN,1620790199
Montecristi,-1.05,-80.6667,73.4,83,20,2.3,EC,1620790200
Campbellsville,37.3434,-85.3419,55.99,54,75,8.05,US,1620790089
Shache,38.4167,77.2406,72.39,24,100,20.69,CN,1620790200
Gwadar,25.1216,62.3254,84.47,63,0,8.19,PK,1620790200
Mayumba,-3.432,10.6554,77.16,90,100,3.31,GA,1620790201
Pochutla,15.7432,-96.4661,82.0,77,47,5.01,MX,1620790201
